treat,response_wave_ID,exp_1_prompt,meta_OS,age_65,educ,PID,crt,gender,age,polknow,internet_usage,ambivalent_sexism,post_favor_Sanders
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Female,57,1,7,3.2,42
text,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Democrat,0,Female,54,1,7,2.2,64
skit,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Independent,0,Female,30,0.7142857142857143,6,3.8,30
audio,SV_0xlqWlOfO10wuYl,info,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Female,44,1,7,3.2,65
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0,Female,52,0.42857142857142855,5,3,0
audio,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Democrat,0.3333333333333333,Female,24,0.7142857142857143,4,4.4,89
text,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Independent,0,Male,50,0.7142857142857143,7,1.2,27
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0.3333333333333333,Female,71,0.8571428571428571,6,3.8,0
audio,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Democrat,0.3333333333333333,Female,34,0.8571428571428571,7,3.4,63
text,SV_0xlqWlOfO10wuYl,control,mobile,>65,Postgraduate,Democrat,0.3333333333333333,Female,65,0.5714285714285714,7,3,52
skit,SV_0xlqWlOfO10wuYl,info,mobile,<=65,Postgraduate,Democrat,0.6666666666666666,Female,33,1,6,3,67
ad,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Republican,0.6666666666666666,Female,39,0.42857142857142855,7,2.4,35
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0,Female,62,1,7,3.2,85
video,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0,Male,76,1,6,2.4,89
text,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Republican,0.3333333333333333,Male,50,1,7,4.2,0
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Female,75,1,5,1.4,70
skit,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Democrat,0.3333333333333333,Female,30,0.8571428571428571,7,2.4,50
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Republican,0,Female,57,0.8571428571428571,6,3.2,0
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Independent,0.3333333333333333,Female,66,1,7,2,77
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Democrat,0.3333333333333333,Male,37,1,6,1.8,63
audio,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Independent,0.3333333333333333,Female,35,0.14285714285714285,6,2.8,26
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0.6666666666666666,Male,64,0.8571428571428571,5,3.4,0
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0.6666666666666666,Female,62,1,6,2.2,20
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0.3333333333333333,Female,66,1,6,2.4,49
skit,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Democrat,0.3333333333333333,Female,20,0.5714285714285714,6,3.2,22
control,SV_0xlqWlOfO10wuYl,control,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Female,43,0.5714285714285714,7,1.4,71
video,SV_0xlqWlOfO10wuYl,info,mobile,>65,College,Republican,0,Female,64,0.8571428571428571,7,2.2,44
text,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Independent,0.3333333333333333,Female,22,0.14285714285714285,7,3.6,50
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Democrat,0.6666666666666666,Male,32,1,6,2.6,79
audio,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Democrat,0.3333333333333333,Female,24,0.8571428571428571,7,2.2,4
audio,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Democrat,0.6666666666666666,Female,39,1,7,1.4,56
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0,Female,74,0.5714285714285714,5,3,56
ad,SV_0xlqWlOfO10wuYl,control,mobile,<=65,High school,Republican,0.3333333333333333,Female,55,0.8571428571428571,7,4.4,61
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Independent,0.3333333333333333,Female,34,0.7142857142857143,7,3.2,50
ad,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Republican,0.3333333333333333,Female,45,0.42857142857142855,6,1.8,50
control,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Republican,0,Female,32,0.42857142857142855,7,2.6,19
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Republican,0.3333333333333333,Female,69,1,6,3.6,0
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Female,59,1,6,2,0
text,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Democrat,0,Female,32,0.7142857142857143,7,2.4,11
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0.3333333333333333,Female,62,1,6,2.6,25
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Independent,0.3333333333333333,Female,48,0.42857142857142855,6,1.6,50
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Male,84,0.8571428571428571,7,4.6,25
video,SV_0xlqWlOfO10wuYl,control,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Female,33,1,7,1.6,91
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Democrat,0,Female,69,0.8571428571428571,5,2.2,90
skit,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Republican,0,Female,39,0.42857142857142855,7,2.8,4
skit,SV_0xlqWlOfO10wuYl,control,mobile,<=65,Postgraduate,Independent,0.3333333333333333,Male,51,1,7,3.2,10
video,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Republican,0.3333333333333333,Female,44,0.42857142857142855,7,2,50
video,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Democrat,0.3333333333333333,Female,29,1,7,3.2,82
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Female,49,0.8571428571428571,6,2.4,36
control,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Democrat,0.3333333333333333,Female,26,0,7,1.8,92
skit,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Republican,0.6666666666666666,Female,55,0.7142857142857143,6,2.6,15
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Democrat,0.6666666666666666,Female,45,1,7,2.2,70
ad,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Republican,0.3333333333333333,Female,27,0.8571428571428571,6,3.2,39
control,SV_0xlqWlOfO10wuYl,control,mobile,<=65,High school,Democrat,0.6666666666666666,Other,31,0.8571428571428571,7,1.6,63
text,SV_0xlqWlOfO10wuYl,control,mobile,<=65,High school,Democrat,0.3333333333333333,Male,25,0.5714285714285714,7,2.8,64
ad,SV_0xlqWlOfO10wuYl,control,mobile,<=65,High school,Democrat,0,Female,19,0.2857142857142857,6,1.4,0
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Democrat,0.6666666666666666,Female,63,1,6,2.2,81
control,SV_0xlqWlOfO10wuYl,control,mobile,<=65,High school,Republican,0.3333333333333333,Male,49,1,7,3.4,37
audio,SV_0xlqWlOfO10wuYl,control,mobile,>65,College,Democrat,0,Male,73,1,7,2.2,100
control,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Democrat,0.3333333333333333,Male,32,0.5714285714285714,7,3.8,46
video,SV_0xlqWlOfO10wuYl,control,mobile,<=65,High school,Republican,0.3333333333333333,Male,46,0.7142857142857143,6,2.6,37
audio,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Republican,0.3333333333333333,Female,31,0.8571428571428571,7,3.6,34
video,SV_0xlqWlOfO10wuYl,control,mobile,<=65,Postgraduate,Democrat,0,Female,44,0.2857142857142857,7,1.4,36
video,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Female,75,0.8571428571428571,6,2.6,85
text,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Independent,0.3333333333333333,Female,44,0.5714285714285714,6,2.6,49
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Independent,0.3333333333333333,Male,59,1,6,3.2,70
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Democrat,0,Male,57,1,7,2.4,89
video,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Democrat,0.3333333333333333,Female,22,0.7142857142857143,7,1.8,51
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Independent,0.6666666666666666,Male,58,0.8571428571428571,6,3,38
skit,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Democrat,0.3333333333333333,Female,32,0.8571428571428571,7,1.8,21
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Independent,0,Female,50,0.8571428571428571,5,3,20
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Female,68,0.8571428571428571,6,3,40
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0,Female,80,0.8571428571428571,6,2.2,0
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Republican,0,Male,22,0.2857142857142857,7,1.6,50
text,SV_0xlqWlOfO10wuYl,control,mobile,<=65,High school,Democrat,0.6666666666666666,Male,32,1,7,3,68
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Male,70,1,7,1.6,89
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.3333333333333333,Female,32,0.7142857142857143,6,3.4,5
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.3333333333333333,Female,48,0.7142857142857143,6,1,73
control,SV_0xlqWlOfO10wuYl,info,mobile,>65,High school,Democrat,0.3333333333333333,Male,68,0.8571428571428571,6,1.6,87
ad,SV_0xlqWlOfO10wuYl,info,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Male,41,1,7,3.6,73
video,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Independent,0,Female,38,0.5714285714285714,7,1,16
ad,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Republican,0,Female,24,0.42857142857142855,7,3.4,0
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.3333333333333333,Female,60,0.8571428571428571,6,3,21
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Republican,0.6666666666666666,Male,58,0.7142857142857143,5,3.2,0
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Democrat,0.6666666666666666,Male,73,1,5,2.6,56
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Female,67,0.7142857142857143,6,3.2,0
control,SV_0xlqWlOfO10wuYl,control,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Female,46,0.42857142857142855,7,1,80
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0.3333333333333333,Female,72,0.8571428571428571,6,4.6,0
text,SV_0xlqWlOfO10wuYl,control,mobile,<=65,High school,Democrat,0.3333333333333333,Female,27,0.7142857142857143,7,2,90
control,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Republican,0.3333333333333333,Female,27,0.2857142857142857,7,2.4,50
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.3333333333333333,Female,35,0.7142857142857143,6,3.2,90
video,SV_0xlqWlOfO10wuYl,control,mobile,<=65,Postgraduate,Republican,0.3333333333333333,Female,45,0.7142857142857143,6,3,50
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Democrat,0.6666666666666666,Female,63,1,6,2.4,50
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.3333333333333333,Female,42,0.7142857142857143,7,1,82
skit,SV_0xlqWlOfO10wuYl,info,mobile,<=65,Postgraduate,Republican,0.6666666666666666,Male,39,1,6,2.6,45
video,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Democrat,0.6666666666666666,Female,27,0.2857142857142857,7,2.6,28
skit,SV_0xlqWlOfO10wuYl,control,mobile,<=65,High school,Independent,0,Female,36,0.14285714285714285,7,3.2,42
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0.3333333333333333,Female,73,1,6,2.6,31
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Male,43,0.7142857142857143,6,3.4,84
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0.3333333333333333,Female,75,0.7142857142857143,6,3.4,13
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.3333333333333333,Male,26,0.5714285714285714,6,4,65
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Female,72,0.8571428571428571,6,3.6,0
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Independent,0.3333333333333333,Female,46,1,5,2.6,50
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0.6666666666666666,Female,67,0.8571428571428571,6,2.6,100
skit,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Democrat,0,Female,55,0.5714285714285714,6,1.6,50
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Male,60,1,7,3.6,0
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Republican,0,Female,34,0.5714285714285714,7,3.4,0
video,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Democrat,0.3333333333333333,Female,25,0.2857142857142857,7,1.4,43
control,SV_0xlqWlOfO10wuYl,control,mobile,<=65,High school,Independent,0.3333333333333333,Female,32,0.42857142857142855,7,5,24
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.6666666666666666,Male,62,1,6,3.2,32
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Democrat,0.6666666666666666,Female,55,1,6,2.2,78
skit,SV_0xlqWlOfO10wuYl,control,mobile,>65,College,Democrat,0,Male,64,0.5714285714285714,6,2.8,88
skit,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Democrat,0.3333333333333333,Male,34,1,7,3,0
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Independent,0.6666666666666666,Male,57,0.7142857142857143,7,3.6,50
video,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Democrat,0.3333333333333333,Female,41,0.42857142857142855,6,4.8,65
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,61,0.7142857142857143,6,1.6,82
video,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Democrat,0,Female,29,0.42857142857142855,7,1,57
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Female,65,0.7142857142857143,7,2.8,0
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0,Female,58,0.42857142857142855,7,1.8,7
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0,Female,76,0.2857142857142857,4,2.4,40
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0,Female,55,0.2857142857142857,7,4.4,0
video,SV_0xlqWlOfO10wuYl,control,mobile,<=65,High school,Democrat,0.3333333333333333,Male,58,0.42857142857142855,6,2.8,42
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Female,41,0.7142857142857143,6,2.8,50
text,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Independent,0.3333333333333333,Female,28,0.42857142857142855,6,3,20
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Democrat,0.3333333333333333,Female,64,0.8571428571428571,7,2.6,100
audio,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Republican,0.3333333333333333,Female,34,0.7142857142857143,7,4,21
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0,Female,59,0.8571428571428571,7,2,50
video,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,61,0.7142857142857143,6,3.4,50
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Independent,1,Female,73,0.7142857142857143,5,3,50
ad,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Republican,0.3333333333333333,Female,25,0.2857142857142857,7,3.8,0
video,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Independent,0.3333333333333333,Female,43,0.2857142857142857,7,3.4,83
ad,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Republican,0.3333333333333333,Female,45,0.8571428571428571,6,1.8,0
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0,Female,73,0.8571428571428571,6,2.6,97
skit,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Republican,0.6666666666666666,Female,25,0.7142857142857143,6,3.4,30
control,SV_0xlqWlOfO10wuYl,info,mobile,<=65,Postgraduate,Democrat,0,Female,38,1,7,2.2,100
ad,SV_0xlqWlOfO10wuYl,control,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Male,35,0.7142857142857143,7,2.6,37
video,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Democrat,0.3333333333333333,Female,31,0.5714285714285714,6,3.6,28
text,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Republican,0,Male,38,0.5714285714285714,7,3.2,0
audio,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Democrat,0.3333333333333333,Female,34,0.2857142857142857,6,4,100
skit,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Democrat,0,Female,52,0.5714285714285714,6,3.2,40
control,SV_0xlqWlOfO10wuYl,info,mobile,<=65,Postgraduate,Democrat,0,Female,42,0.42857142857142855,7,3.8,89
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,27,0.7142857142857143,7,5,0
text,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Independent,0.3333333333333333,Female,36,1,6,3.8,18
text,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Democrat,0.3333333333333333,Female,49,0.42857142857142855,7,3.6,55
audio,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Independent,0.6666666666666666,Female,44,0.14285714285714285,6,1.8,50
skit,SV_0xlqWlOfO10wuYl,control,mobile,>65,College,Republican,0,Female,68,1,7,3.4,0
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Republican,0.6666666666666666,Female,30,0.7142857142857143,6,3.2,40
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Independent,0,Male,63,1,5,2.6,79
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Republican,0.3333333333333333,Female,37,1,6,2.2,29
audio,SV_0xlqWlOfO10wuYl,info,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Male,35,0.5714285714285714,6,4.2,61
control,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Democrat,0.3333333333333333,Female,36,0.7142857142857143,7,1.4,75
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.3333333333333333,Female,83,1,6,2.8,0
ad,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Republican,0.3333333333333333,Female,27,0.5714285714285714,6,3,0
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,34,0.42857142857142855,7,5,53
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.6666666666666666,Female,77,0.8571428571428571,7,1.6,50
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,49,0.7142857142857143,7,3,43
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Republican,0.3333333333333333,Female,60,0.7142857142857143,6,3,0
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,<High school,Independent,0.3333333333333333,Female,60,1,6,2.4,50
control,SV_0xlqWlOfO10wuYl,control,mobile,>65,Postgraduate,Democrat,0.6666666666666666,Female,64,1,6,1.8,60
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Democrat,0.6666666666666666,Male,43,0.5714285714285714,6,2.6,51
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Democrat,0.3333333333333333,Female,65,1,7,1.8,86
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.3333333333333333,Male,21,1,6,3,50
control,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Republican,0.3333333333333333,Female,50,0.8571428571428571,6,2.2,1
skit,SV_0xlqWlOfO10wuYl,info,mobile,<=65,Postgraduate,Republican,0.6666666666666666,Male,43,1,7,2.2,0
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Democrat,0,Female,68,0.8571428571428571,6,1.6,51
video,SV_0xlqWlOfO10wuYl,control,mobile,<=65,High school,Independent,0,Female,31,0.42857142857142855,7,1.6,0
ad,SV_0xlqWlOfO10wuYl,info,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Female,36,0.8571428571428571,7,3.2,83
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Democrat,0.3333333333333333,Female,62,1,6,1.8,85
audio,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Republican,0.3333333333333333,Female,42,0.2857142857142857,6,1.6,0
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Democrat,0.6666666666666666,Female,68,1,7,2.2,65
video,SV_0xlqWlOfO10wuYl,control,mobile,<=65,High school,Democrat,0.3333333333333333,Female,27,0.42857142857142855,7,2.6,50
skit,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Republican,0.3333333333333333,Female,49,0.5714285714285714,7,3.4,30
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.3333333333333333,Male,35,0.2857142857142857,7,3.4,0
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0,Female,52,1,7,1.4,83
ad,SV_0xlqWlOfO10wuYl,info,mobile,>65,College,Republican,0,Male,71,0.8571428571428571,6,2.6,0
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Female,64,0.8571428571428571,6,2.6,22
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.3333333333333333,Male,36,0.8571428571428571,7,3.4,64
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Female,49,0.8571428571428571,6,2.8,50
skit,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Democrat,0.3333333333333333,Female,34,0.5714285714285714,7,1.8,50
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Democrat,0,Female,55,0.42857142857142855,7,2.6,50
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Republican,0.3333333333333333,Female,38,1,6,3.6,27
text,SV_0xlqWlOfO10wuYl,control,mobile,<=65,High school,Independent,0,Female,31,0.2857142857142857,6,3.2,29
video,SV_0xlqWlOfO10wuYl,control,mobile,<=65,High school,Democrat,0.3333333333333333,Female,20,0.14285714285714285,7,1,53
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,<High school,Independent,0.6666666666666666,Female,19,0.14285714285714285,7,3,2
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Democrat,0.3333333333333333,Female,73,0.5714285714285714,6,2.6,50
control,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Democrat,0.3333333333333333,Female,34,0.8571428571428571,7,4.6,69
ad,SV_0xlqWlOfO10wuYl,control,mobile,<=65,High school,Republican,0.3333333333333333,Female,51,0.8571428571428571,6,4,0
text,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Democrat,0.3333333333333333,Female,45,0.8571428571428571,6,2.2,50
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.3333333333333333,Female,37,0.2857142857142857,7,3.2,50
video,SV_0xlqWlOfO10wuYl,info,mobile,<=65,Postgraduate,Republican,0.3333333333333333,Male,45,1,7,4.2,51
skit,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Independent,0,Female,36,0.2857142857142857,7,3.8,52
ad,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Democrat,0.3333333333333333,Female,19,0.2857142857142857,7,1.2,42
control,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Republican,0,Female,36,0.7142857142857143,7,2.6,0
